,Dll_file,NAME,Parameters
214,User32.dll,MapVirtualKeyExA,"uintucode,uintumaptype,[in,out,optional]hkldwhkl"
215,User32.dll,PeekMessageA,"lpmsglpmsg,[in,optional]hwndhwnd,uintwmsgfiltermin,uintwmsgfiltermax,uintwremovemsg"
216,User32.dll,PostMessageA,"[in,optional]hwndhwnd,uintmsg,wparamwparam,lparamlparam"
217,User32.dll,PostThreadMessageA,"dwordidthread,uintmsg,wparamwparam,lparamlparam"
218,User32.dll,RegisterHotKey,"[in,optional]hwndhwnd,intid,uintfsmodifiers,uintvk"
219,User32.dll,RegisterRawInputDevices,"pcrawinputdeviceprawinputdevices,uintuinumdevices,uintcbsize"
220,User32.dll,SendMessageA,"hwndhwnd,uintmsg,wparamwparam,lparamlparam"
221,User32.dll,SendMessageCallbackA,"hwndhwnd,uintmsg,wparamwparam,lparamlparam,sendasyncproclpresultcallback,ulong_ptrdwdata"
222,User32.dll,SendMessageTimeoutA,"hwndhwnd,uintmsg,wparamwparam,lparamlparam,uintfuflags,uintutimeout,[out,optional]pdword_ptrlpdwresult"
223,User32.dll,SendNotifyMessageA,"hwndhwnd,uintmsg,wparamwparam,lparamlparam"
224,User32.dll,SetWindowsHookExA,"intidhook,hookproclpfn,hinstancehmod,dworddwthreadid"
225,User32.dll,SetWinEventHook,"dwordeventmin,dwordeventmax,hmodulehmodwineventproc,wineventprocpfnwineventproc,dwordidprocess,dwordidthread,dworddwflags"
226,User32.dll,UnhookWindowsHookEx,hhookhhk
227,Gdi32.dll,BitBlt,"hdchdc,intx,inty,intcx,intcy,hdchdcsrc,intx1,inty1,dwordrop"
228,Gdi32.dll,StretchBlt,"hdchdcdest,intxdest,intydest,intwdest,inthdest,hdchdcsrc,intxsrc,intysrc,intwsrc,inthsrc,dwordrop"
229,User32.dll,GetKeynameTextA,"longlparam,lpstrlpstring,intcchsize"
230,Kernel32.dll,WinExec,"lpcstrlpcmdline,uintucmdshow"
231,Wininet.dll,FtpPutFileA,"hinternethconnect,lpcstrlpszlocalfile,lpcstrlpsznewremotefile,dworddwflags,dword_ptrdwcontext"
232,Wininet.dll,HttpOpenRequestA,"hinternethconnect,lpcstrlpszverb,lpcstrlpszobjectname,lpcstrlpszversion,lpcstrlpszreferrer,lpcstr*lplpszaccepttypes,dworddwflags,dword_ptrdwcontext"
233,Wininet.dll,HttpSendRequestA,"hinternethrequest,lpcstrlpszheaders,dworddwheaderslength,lpvoidlpoptional,dworddwoptionallength"
234,Wininet.dll,HttpSendRequestExA,"hinternethrequest,lpinternet_buffersalpbuffersin,lpinternet_buffersalpbuffersout,dworddwflags,dword_ptrdwcontext"
235,Wininet.dll,InternetCloseHandle,hinternethinternet
236,Wininet.dll,InternetOpenA,"hinternethinternet,lpcstrlpszurl,lpcstrlpszheaders,dworddwheaderslength,dworddwflags,dword_ptrdwcontext"
237,Wininet.dll,InternetOpenUrlA,"hinternethinternet,lpcstrlpszurl,lpcstrlpszheaders,dworddwheaderslength,dworddwflags,dword_ptrdwcontext"
238,Wininet.dll,InternetReadFile,"hinternethfile,lpvoidlpbuffer,dworddwnumberofbytestoread,lpdwordlpdwnumberofbytesread"
239,Wininet.dll,InternetReadFileExA,"hinternethfile,lpinternet_buffersalpbuffersout,dworddwflags,dword_ptrdwcontext"
240,Wininet.dll,InternetWriteFile,"hinternethfile,lpvoidlpbuffer,dworddwnumberofbytestoread,lpdwordlpdwnumberofbytesread"
241,Urlmon.dll,URLDownloadToFile,"lpunknownpcaller,lpctstrszurl,lpctstrszfilename,_reserved_dworddwreserved,lpbindstatuscallbacklpfncb"
242,Urlmon.dll,URLDownloadToCacheFile,"_in_lpunknownlpunkcaller,_in_lpcstrszurl,_out_lptstrszfilename,_in_dwordcchfilename,_reserved_dworddwreserved,_in_opt_ibindstatuscallback*pbsc"
243,Urlmon.dll,URLOpenBlockingStream,"lpunknownpcaller,lpcstrszurl,lpstream*ppstream,_reserved_dworddwreserved,lpbindstatuscallbacklpfncb"
244,Urlmon.dll,URLOpenStream,"lpunknownpcaller,lpcstrszurl,_reserved_dworddwreserved,lpbindstatuscallbacklpfncb"
245,Ws2_32.dll,Accept,"sockets,sockaddr*addr,[in,out]int*addrlen"
246,Ws2_32.dll,Bind,"sockets,constsockaddr*name,intnamelen"
247,Ws2_32.dll,Connect,"sockets,constsockaddr*name,intnamelen"
248,Ws2_32.dll,Gethostbyname,constchar*name
249,Ws2_32.dll,Inet_addr,constchar*cp
250,Ws2_32.dll,Recv,"sockets,char*buf,intlen,intflags"
251,Ws2_32.dll,Send,"sockets,constchar*buf,intlen,intflags"
252,Ws2_32.dll,WSAStartup,"wordwversionrequested,lpwsadatalpwsadata"
253,Ws2_32.dll,Gethostname,"char*name,intnamelen"
254,Ws2_32.dll,Socket,"intaf,inttype,intprotocol"
255,Ws2_32.dll,WSACleanup,
256,Ws2_32.dll,Listen,"sockets,intbacklog"
257,Shell32.dll,ShellExecuteA,"[in,optional]hwndhwnd,[in,optional]lpcstrlpoperation,lpcstrlpfile,[in,optional]lpcstrlpparameters,[in,optional]lpcstrlpdirectory,intnshowcmd"
258,Shell32.dll,ShellExecuteExA,"[in,out]shellexecuteinfoa*pexecinfo"
259,Dnsapi.dll,DnsQuery_A,"pcstrpszname,wordwtype,dwordoptions,[in,out,optional]pvoidpextra,[out,optional]pdns_record*ppqueryresults,[out,optional]pvoid*preserved"
260,Dnsapi.dll,DnsQueryEx,"pdns_query_requestpqueryrequest,[in,out]pdns_query_resultpqueryresults,[in,out,optional]pdns_query_cancelpcancelhandle"
261,Mpr.dll,WNetOpenEnumA,"dworddwscope,dworddwtype,dworddwusage,lpnetresourcealpnetresource,lphandlelphenum"
262,Wininet.dll,FindFirstUrlCacheEntryA,"lpcstrlpszurlsearchpattern,lpinternet_cache_entry_infoalpfirstcacheentryinfo,[in,out]lpdwordlpcbcacheentryinfo"
263,Wininet.dll,FindNextUrlCacheEntryA,"handlehenumhandle,lpinternet_cache_entry_infoalpnextcacheentryinfo,[in,out]lpdwordlpcbcacheentryinfo"
264,Wininet.dll,InternetConnectA,"hinternethinternet,lpcstrlpszservername,internet_portnserverport,lpcstrlpszusername,lpcstrlpszpassword,dworddwservice,dworddwflags,dword_ptrdwcontext"
265,Wininet.dll,InternetSetOptionA,"hinternethinternet,dworddwoption,lpvoidlpbuffer,dworddwbufferlength"
266,Ws2_32.dll,WSASocketA,"intaf,inttype,intprotocol,lpwsaprotocol_infoalpprotocolinfo,groupg,dworddwflags"
267,Ws2_32.dll,Closesocket,sockets
268,ws2_32.dll,WSAIoctl,"sockets,dworddwiocontrolcode,lpvoidlpvinbuffer,dwordcbinbuffer,lpvoidlpvoutbuffer,dwordcboutbuffer,lpdwordlpcbbytesreturned,lpwsaoverlappedlpoverlapped,lpwsaoverlapped_completion_routinelpcompletionroutine"
269,Ws2_32.lib,ioctlsocket,"sockets,longcmd,[in,out]u_long*argp"
270,Wininet.dll,HttpAddRequestHeaders,"hinternethrequest,lpcstrlpszheaders,dworddwheaderslength,dworddwmodifiers"
271,Kernel32.dll,CreateToolhelp32Snapshot,"dworddwflags,dwordth32processid"
272,Kernel32.dll,GetLogicalProcessorInformation,"psystem_logical_processor_informationbuffer,[in,out]pdwordreturnedlength"
273,Kernel32.dll,GetLogicalProcessorInformationEx,"logical_processor_relationshiprelationshiptype,[out,optional]psystem_logical_processor_information_exbuffer,[in,out]pdwordreturnedlength"
274,Kernel32.dll,GetTickCount,
275,Kernel32.dll,OutputDebugStringA,"[in,optional]lpcstrlpoutputstring"
276,Kernel32.dll,CheckRemoteDebuggerPresent,"handlehprocess,[in,out]pboolpbdebuggerpresent"
277,Kernel32.dll,Sleep,dworddwmilliseconds
278,Kernel32.dll,GetSystemTime,lpsystemtimelpsystemtime
279,Kernel32.dll,GetComputerNameA,"lpstrlpbuffer,[in,out]lpdwordnsize"
280,Kernel32.dll,SleepEx,"dworddwmilliseconds,boolbalertable"
281,Kernel32.dll,IsDebuggerPresent,
282,Advapi32.dll,GetUserNameA,"lpstrlpbuffer,[in,out]lpdwordpcbbuffer"
283,Ntdll.dll,NtQueryInformationProcess,"handleprocesshandle,processinfoclassprocessinformationclass,pvoidprocessinformation,ulongprocessinformationlength,[out,optional]pulongreturnlength"
284,User32.dll,ExitWindowsEx,"uintuflags,dworddwreason"
285,User32.dll,FindWindowA,"[in,optional]lpcstrlpclassname,[in,optional]lpcstrlpwindowname"
286,User32.dll,FindWindowExA,"[in,optional]hwndhwndparent,[in,optional]hwndhwndchildafter,[in,optional]lpcstrlpszclass,[in,optional]lpcstrlpszwindow"
287,User32.dll,GetForegroundWindow,
288,Kernel32.dll,GetTickCount64,
289,Kernel32.dll,QueryPerformanceFrequency,large_integer*lpfrequency
290,Kernel32.dll,QueryPerformanceCounter,large_integer*lpperformancecount
291,Kernel32.dll,GetNativeSystemInfo,lpsystem_infolpsysteminfo
292,NtosKrnl.lib,RtlGetVersion,prtl_osversioninfowlpversioninformation
293,Kernel32.dll,GetSystemTimeAsFileTime,lpfiletimelpsystemtimeasfiletime
294,User32.dll,CountClipboardFormats,
295,Advapi32.dll,CryptAcquireContextA,"hcryptprov*phprov,lpcstrszcontainer,lpcstrszprovider,dworddwprovtype,dworddwflags"
296,Advapi32.dll,EncryptFileA,lpcstrlpfilename
297,Advapi32.dll,CryptEncrypt,"hcryptkeyhkey,hcrypthashhhash,boolfinal,dworddwflags,[in,out]byte*pbdata,[in,out]dword*pdwdatalen,dworddwbuflen"
298,Advapi32.dll,CryptDecrypt,"hcryptkeyhkey,hcrypthashhhash,boolfinal,dworddwflags,[in,out]byte*pbdata,[in,out]dword*pdwdatalen"
299,Advapi32.dll,CryptCreateHash,"hcryptprovhprov,alg_idalgid,hcryptkeyhkey,dworddwflags,hcrypthash*phhash"
300,Advapi32.dll,CryptHashData,"hcrypthashhhash,constbyte*pbdata,dworddwdatalen,dworddwflags"
301,Advapi32.dll,CryptDeriveKey,"hcryptprovhprov,alg_idalgid,hcrypthashhbasedata,dworddwflags,[in,out]hcryptkey*phkey"
302,Advapi32.dll,CryptSetKeyParam,"hcryptkeyhkey,dworddwparam,constbyte*pbdata,dworddwflags"
303,Advapi32.dll,CryptGetHashParam,"hcrypthashhhash,dworddwparam,byte*pbdata,[in,out]dword*pdwdatalen,dworddwflags"
304,Advapi32.dll,CryptSetKeyParam,"hcryptkeyhkey,dworddwparam,constbyte*pbdata,dworddwflags"
305,Advapi32.dll,CryptDestroyKey,hcryptkeyhkey
306,Advapi32.dll,CryptGenRandom,"hcryptprovhprov,dworddwlen,[in,out]byte*pbbuffer"
307,Advapi32.dll,DecryptFileA,"lpcstrlpfilename,dworddwreserved"
308,Advapi32.dll,FlushEfsCache,NaN
309,Kernel32.dll,GetLogicalDrives,
310,Kernel32.dll,GetDriveTypeA,"[in,optional]lpcstrlprootpathname"
311,Crypt32.dll,CryptStringToBinary,"lpcstrpszstring,dwordcchstring,dworddwflags,byte*pbbinary,[in,out]dword*pcbbinary,dword*pdwskip,dword*pdwflags"
312,Crypt32.dll,CryptBinaryToString,"constbyte*pbbinary,dwordcbbinary,dworddwflags,[out,optional]lpstrpszstring,[in,out]dword*pcchstring"
313,Crypt32.dll,CryptReleaseContext,"hcryptprovhprov,dworddwflags"
314,Crypt32.dll,CryptDestroyHash,hcrypthashhhash
315,Kernel32.dll,EnumSystemLocalesA,"locale_enumprocwlplocaleenumproc,dworddwflags"
316,Kernel32.dll,ConnectNamedPipe,"handlehnamedpipe,[in,out,optional]lpoverlappedlpoverlapped"
317,Kernel32.dll,CopyFileA,"lpcstrlpexistingfilename,lpcstrlpnewfilename,boolbfailifexists"
318,Kernel32.dll,CreateFileA,"lpcstrlpfilename,dworddwdesiredaccess,dworddwsharemode,[in,optional]lpsecurity_attributeslpsecurityattributes,dworddwcreationdisposition,dworddwflagsandattributes,[in,optional]handlehtemplatefile"
319,Kernel32.dll,CreateMutexA,"[in,optional]lpsecurity_attributeslpmutexattributes,boolbinitialowner,[in,optional]lpcstrlpname"
320,Kernel32.dll,CreateMutexExA,"[in,optional]lpsecurity_attributeslpmutexattributes,[in,optional]lpcstrlpname,dworddwflags,dworddwdesiredaccess"
321,Kernel32.dll,DeviceIoControl,"handlehdevice,dworddwiocontrolcode,[in,optional]lpvoidlpinbuffer,dwordninbuffersize,[out,optional]lpvoidlpoutbuffer,dwordnoutbuffersize,[out,optional]lpdwordlpbytesreturned,[in,out,optional]lpoverlappedlpoverlapped"
322,Kernel32.dll,FindResourceA,"[in,optional]hmodulehmodule,lpcstrlpname,lpcstrlptype"
323,Kernel32.dll,FindResourceExA,"[in,optional]hmodulehmodule,lpcstrlptype,lpcstrlpname,wordwlanguage"
324,Kernel32.dll,GetModuleBaseNameA,"handlehprocess,[in,optional]hmodulehmodule,lpstrlpbasename,dwordnsize"
325,Kernel32.dll,GetModuleFileNameA,"[in,optional]hmodulehmodule,lpstrlpfilename,dwordnsize"
326,Kernel32.dll,GetModuleFileNameExA,"handlehprocess,[in,optional]hmodulehmodule,lpstrlpfilename,dwordnsize"
327,Kernel32.dll,GetTempPathA,"dwordnbufferlength,lpstrlpbuffer"
328,Kernel32.dll,IsWoW64Process,"handlehprocess,pboolwow64process"
329,Kernel32.dll,MoveFileA,"lpcstrlpexistingfilename,lpcstrlpnewfilename"
330,Kernel32.dll,MoveFileExA,"lpcstrlpexistingfilename,[in,optional]lpcstrlpnewfilename,dworddwflags"
331,Kernel32.dll,PeekNamedPipe,"handlehnamedpipe,[out,optional]lpvoidlpbuffer,dwordnbuffersize,[out,optional]lpdwordlpbytesread,[out,optional]lpdwordlptotalbytesavail,[out,optional]lpdwordlpbytesleftthismessage"
332,Kernel32.dll,WriteFile,"handlehfile,lpcvoidlpbuffer,dwordnnumberofbytestowrite,[out,optional]lpdwordlpnumberofbyteswritten,[in,out,optional]lpoverlappedlpoverlapped"
333,Kernel32.dll,TerminateThread,"[in,out]handlehthread,dworddwexitcode"
334,Kernel32.dll,CopyFile2,"pcwstrpwszexistingfilename,pcwstrpwsznewfilename,[in,optional]copyfile2_extended_parameters*pextendedparameters"
335,Kernel32.dll,CopyFileExA,"lpcstrlpexistingfilename,lpcstrlpnewfilename,[in,optional]lpprogress_routinelpprogressroutine,[in,optional]lpvoidlpdata,[in,optional]lpboolpbcancel,dworddwcopyflags"
336,Kernel32.dll,CreateFile2,"lpcwstrlpfilename,dworddwdesiredaccess,dworddwsharemode,dworddwcreationdisposition,[in,optional]lpcreatefile2_extended_parameterspcreateexparams"
337,Kernel32.dll,GetTempFileNameA,"lpcstrlppathname,lpcstrlpprefixstring,uintuunique,lpstrlptempfilename"
338,Kernel32.dll,TerminateProcess,"handlehprocess,uintuexitcode"
339,Kernel32.dll,SetCurrentDirectory,lpctstrlppathname
340,Kernel32.dll,FindClose,"[in,out]handlehfindfile"
341,Kernel32.dll,SetThreadPriority,"handlehthread,intnpriority"
342,Kernel32.dll,UnmapViewOfFile,lpcvoidlpbaseaddress
343,Advapi32.dll,ControlService,"sc_handlehservice,dworddwcontrol,lpservice_statuslpservicestatus"
344,Advapi32.dll,ControlServiceExA,"sc_handlehservice,dworddwcontrol,dworddwinfolevel,[in,out]pvoidpcontrolparams"
345,Advapi32.dll,CreateServiceA,"sc_handlehscmanager,lpcstrlpservicename,[in,optional]lpcstrlpdisplayname,dworddwdesiredaccess,dworddwservicetype,dworddwstarttype,dworddwerrorcontrol,[in,optional]lpcstrlpbinarypathname,[in,optional]lpcstrlploadordergroup,[out,optional]lpdwordlpdwtagid,[in,optional]lpcstrlpdependencies,[in,optional]lpcstrlpservicestartname,[in,optional]lpcstrlppassword"
346,Advapi32.dll,DeleteService,sc_handlehservice
347,Advapi32.dll,OpenSCManagerA,"[in,optional]lpcstrlpmachinename,[in,optional]lpcstrlpdatabasename,dworddwdesiredaccess"
348,Advapi32.dll,OpenServiceA,"sc_handlehscmanager,lpcstrlpservicename,dworddwdesiredaccess"
349,Advapi32.dll,RegOpenKeyA,"hkeyhkey,[in,optional]lpcstrlpsubkey,phkeyphkresult"
350,Advapi32.dll,RegOpenKeyExA,"hkeyhkey,[in,optional]lpcstrlpsubkey,dworduloptions,regsamsamdesired,phkeyphkresult"
351,Advapi32.dll,StartServiceA,"sc_handlehservice,dworddwnumserviceargs,[in,optional]lpcstr*lpserviceargvectors"
352,Advapi32.dll,StartServiceCtrlDispatcherA,constservice_table_entrya*lpservicestarttable
353,Advapi32.dll,RegCreateKeyExA,"hkeyhkey,lpcstrlpsubkey,dwordreserved,[in,optional]lpstrlpclass,dworddwoptions,regsamsamdesired,[in,optional]constlpsecurity_attributeslpsecurityattributes,phkeyphkresult,[out,optional]lpdwordlpdwdisposition"
354,Advapi32.dll,RegCreateKeyA,"hkeyhkey,[in,optional]lpcstrlpsubkey,phkeyphkresult"
355,Advapi32.dll,RegSetValueExA,"hkeyhkey,[in,optional]lpcstrlpvaluename,dwordreserved,dworddwtype,constbyte*lpdata,dwordcbdata"
356,Advapi32.dll,RegSetKeyValueA,"hkeyhkey,[in,optional]lpcstrlpsubkey,[in,optional]lpcstrlpvaluename,dworddwtype,[in,optional]lpcvoidlpdata,dwordcbdata"
357,Advapi32.dll,RegDeleteValueA,"hkeyhkey,[in,optional]lpcstrlpvaluename"
358,Advapi32.dll,RegOpenKeyExA,"hkeyhkey,[in,optional]lpcstrlpsubkey,dworduloptions,regsamsamdesired,phkeyphkresult"
359,Advapi32.dll,RegEnumKeyExA,"hkeyhkey,dworddwindex,lpstrlpname,[in,out]lpdwordlpcchname,lpdwordlpreserved,[in,out]lpstrlpclass,[in,out,optional]lpdwordlpcchclass,[out,optional]pfiletimelpftlastwritetime"
360,Advapi32.dll,RegEnumValueA,"hkeyhkey,dworddwindex,lpstrlpvaluename,[in,out]lpdwordlpcchvaluename,lpdwordlpreserved,[out,optional]lpdwordlptype,[out,optional]lpbytelpdata,[in,out,optional]lpdwordlpcbdata"
361,Advapi32.dll,RegGetValueA,"hkeyhkey,[in,optional]lpcstrlpsubkey,[in,optional]lpcstrlpvalue,[in,optional]dworddwflags,[out,optional]lpdwordpdwtype,[out,optional]pvoidpvdata,[in,out,optional]lpdwordpcbdata"
362,Advapi32.dll,RegFlushKey,hkeyhkey
363,Advapi32.dll,RegGetKeySecurity,"hkeyhkey,security_informationsecurityinformation,[out,optional]psecurity_descriptorpsecuritydescriptor,[in,out]lpdwordlpcbsecuritydescriptor"
364,Advapi32.dll,RegLoadKeyA,"hkeyhkey,[in,optional]lpcstrlpsubkey,lpcstrlpfile"
365,Advapi32.dll,RegLoadMUIStringA,"hkeyhkey,[in,optional]lpcstrpszvalue,[out,optional]lpstrpszoutbuf,dwordcboutbuf,[out,optional]lpdwordpcbdata,dwordflags,[in,optional]lpcstrpszdirectory"
366,Advapi32.dll,RegOpenCurrentUser,"regsamsamdesired,phkeyphkresult"
367,Advapi32.dll,RegOpenKeyTransactedA,"hkeyhkey,[in,optional]lpcstrlpsubkey,dworduloptions,regsamsamdesired,phkeyphkresult,handlehtransaction,pvoidpextendedparemeter"
368,Advapi32.dll,RegOpenUserClassesRoot,"handlehtoken,dworddwoptions,regsamsamdesired,phkeyphkresult"
369,Advapi32.dll,RegOverridePredefKey,"hkeyhkey,[in,optional]hkeyhnewhkey"
370,Advapi32.dll,RegReplaceKeyA,"hkeyhkey,[in,optional]lpcstrlpsubkey,lpcstrlpnewfile,lpcstrlpoldfile"
371,Advapi32.dll,RegRestoreKeyA,"hkeyhkey,lpcstrlpfile,dworddwflags"
372,Advapi32.dll,RegSaveKeyA,"hkeyhkey,lpcstrlpfile,[in,optional]constlpsecurity_attributeslpsecurityattributes"
373,Advapi32.dll,RegSaveKeyExA,"hkeyhkey,lpcstrlpfile,[in,optional]constlpsecurity_attributeslpsecurityattributes,dwordflags"
374,Advapi32.dll,RegSetKeySecurity,"hkeyhkey,security_informationsecurityinformation,psecurity_descriptorpsecuritydescriptor"
375,Advapi32.dll,RegUnLoadKeyA,"hkeyhkey,[in,optional]lpcstrlpsubkey"
376,Advapi32.dll,RegConnectRegistryA,"[in,optional]lpcstrlpmachinename,hkeyhkey,phkeyphkresult"
377,Advapi32.dll,RegCopyTreeA,"hkeyhkeysrc,[in,optional]lpcstrlpsubkey,hkeyhkeydest"
378,Advapi32.dll,RegCreateKeyTransactedA,"hkeyhkey,lpcstrlpsubkey,dwordreserved,[in,optional]lpstrlpclass,dworddwoptions,regsamsamdesired,[in,optional]constlpsecurity_attributeslpsecurityattributes,phkeyphkresult,[out,optional]lpdwordlpdwdisposition,handlehtransaction,pvoidpextendedparemeter"
379,Advapi32.dll,RegDeleteKeyA,"hkeyhkey,lpcstrlpsubkey"
380,Advapi32.dll,RegDeleteKeyExA,"hkeyhkey,lpcstrlpsubkey,regsamsamdesired,dwordreserved"
381,Advapi32.dll,RegDeleteKeyTransactedA,"hkeyhkey,lpcstrlpsubkey,regsamsamdesired,dwordreserved,handlehtransaction,pvoidpextendedparameter"
382,Advapi32.dll,RegDeleteKeyValueA,"hkeyhkey,[in,optional]lpcstrlpsubkey,[in,optional]lpcstrlpvaluename"
383,Advapi32.dll,RegDeleteTreeA,"hkeyhkey,[in,optional]lpcstrlpsubkey"
384,Advapi32.dll,RegDeleteValueA,"hkeyhkey,[in,optional]lpcstrlpvaluename"
385,Advapi32.dll,RegCloseKey,hkeyhkey
386,Ntdll.dll,NtClose,handlehandle
387,Ntdll.dll,NtCreateFile,"phandlefilehandle,access_maskdesiredaccess,pobject_attributesobjectattributes,pio_status_blockiostatusblock,[in,optional]plarge_integerallocationsize,ulongfileattributes,ulongshareaccess,ulongcreatedisposition,ulongcreateoptions,pvoideabuffer,ulongealength"
388,Ntdll.dll,NtDeleteKey,handlekeyhandle
389,Ntdll.dll,NtDeleteValueKey,"handlekeyhandle,punicode_stringvaluename"
390,Ntdll.dll,NtMakeTemporaryObject,handlehandle
391,Ntdll.dll,NtSetContextThread,NaN
392,Ntdll.dll,NtSetInformationProcess,NaN
393,Ntdll.dll,NtSetInformationThread,"handlethreadhandle,threadinfoclassthreadinformationclass,pvoidthreadinformation,ulongthreadinformationlength"
394,Ntdll.dll,NtSetSystemEnvironmentValueEx,NaN
395,Ntdll.dll,NtSetValueKey,"handlekeyhandle,punicode_stringvaluename,[in,optional]ulongtitleindex,ulongtype,[in,optional]pvoiddata,ulongdatasize"
396,Ntdll.dll,NtShutdownSystem,NaN
397,Ntdll.dll,NtTerminateProcess,"[in,optional]handleprocesshandle,ntstatusexitstatus"
398,Ntdll.dll,NtTerminateThread,NaN
399,Ntdll.dll,RtlSetProcessIsCritical,NaN
400,User32.dll,DrawTextExA,"hdchdc,[in,out]lpstrlpchtext,intcchtext,[in,out]lprectlprc,uintformat,lpdrawtextparamslpdtp"
401,User32.dll,GetDesktopWindow,
402,User32.dll,SetClipboardData,"uintuformat,[in,optional]handlehmem"
403,User32.dll,SetWindowLongA,"hwndhwnd,intnindex,longdwnewlong"
404,User32.dll,SetWindowLongPtrA,"hwndhwnd,intnindex,long_ptrdwnewlong"
405,User32.dll,OpenClipboard,"[in,optional]hwndhwndnewowner"
406,User32.dll,SetForegroundWindow,hwndhwnd
407,User32.dll,BringWindowToTop,hwndhwnd
408,User32.dll,SetFocus,"[in,optional]hwndhwnd"
409,User32.dll,ShowWindow,"hwndhwnd,intncmdshow"
410,Netapi32.dll,NetShareSetInfo,"lmstrservername,lmstrnetname,dwordlevel,lpbytebuf,lpdwordparm_err"
411,Netapi32.dll,NetShareAdd,"lmstrservername,dwordlevel,lpbytebuf,lpdwordparm_err"
412,Ntdll.dll,NtQueryTimer,NaN
413,Iphlpapi.dll,GetIpNetTable,"pmib_ipnettableipnettable,[in,out]pulongsizepointer,boolorder"
414,Kernel32.dll,GetLogicalDrives,
415,Kernel32.dll,GetDriveTypeA,"[in,optional]lpcstrlprootpathname"
416,Kernel32.dll,CreatePipe,"phandlehreadpipe,phandlehwritepipe,[in,optional]lpsecurity_attributeslppipeattributes,dwordnsize"
417,Advapi32.dll,RegEnumKeyA,"hkeyhkey,dworddwindex,lpstrlpname,dwordcchname"
418,Mpr.dll,WNetOpenEnumA,"dworddwscope,dworddwtype,dworddwusage,lpnetresourcealpnetresource,lphandlelphenum"
419,Mpr.dll,WNetEnumResourceA,"handlehenum,[in,out]lpdwordlpccount,lpvoidlpbuffer,[in,out]lpdwordlpbuffersize"
420,Mpr.dll,WNetAddConnection2A,"lpnetresourcealpnetresource,lpcstrlppassword,lpcstrlpusername,dworddwflags"
421,User32.dll,CallWindowProcA,"wndproclpprevwndfunc,hwndhwnd,uintmsg,wparamwparam,lparamlparam"
422,ntdll.dll,NtResumeProcess,NaN
423,Kernel32.dll,lstrcatA,"[in,out]lpstrlpstring1,lpcstrlpstring2"
424,Advapi32.dll,ImpersonateLoggedOnUser,handlehtoken
425,Advapi32.dll,SetThreadToken,"[in,optional]phandlethread,[in,optional]handletoken"
426,Kernel32.dll,SizeOfResource,"[in,optional]hmodulehmodule,hrsrchresinfo"
427,Kernel32.dll,LockResource,hglobalhresdata
428,Rpcrt4.dll,UuidFromStringA,"rpc_cstrstringuuid,uuid*uuid"
